,context,by,when,post
374,bug,Lahk\\xc3\\xa9 ako facka,Aug 3 @ 5:37pm ,Triangular rooms/buildings: Looks pretty ugly up close and makes it hard to utilise space. It clashes with my playstyle personally but I\\\'ve a friend who\\\'s a wizard with it and does pixel art in the hallways.All open spaces must be mazes: I recommend using spectral staff so your prison actually functions. It\\\'s funnier if you have a lot of criminally insane inmates wandering around. Make sure to put some phone booths because I doubt your prisoners will be reaching any visitors anytime soon.All buildings must be on separate islands: Bridges are a bit buggy but it\\\'s fun to play with the water mechanic and helps reduce wandering. I would have weather and staff needs off since the utilities will already be a pain in the ass.
375,bug,Triangular rooms/buildings: Looks pretty ugly up close and makes it hard to utilise space. It clashes with my playstyle personally but I\\\'ve a friend who\\\'s a wizard with it and does pixel art in the hallways.All open spaces must be mazes: I recommend using spectral staff so your prison actually functions. It\\\'s funnier if you have a lot of criminally insane inmates wandering around. Make sure to put some phone booths because I doubt your prisoners will be reaching any visitors anytime soon.All buildings must be on separate islands: Bridges are a bit buggy but it\\\'s fun to play with the water mechanic and helps reduce wandering. I would have weather and staff needs off since the utilities will already be a pain in the ass.,"I tried building a courtyard style prison (doughnut might be a better description!) - some central buildings, a ring shaped yard and perimeter buildings.  There were two issues, one was that the perimeter was cells - other rooms might have worked better for escape prevention.  The second issue also affected a more recent build.  I created a prison which had over 80% pop in dorms.  Each dorm (with a couple cells attached) was a separate building - like PoW camps.  The issue here was the way the game treats fog of war.  Put them together in one building and guards see into cells.  Separate them out and you can\\\'t see in!  You might find a work around.  Also, could you create a prison-in-a-castle type affair?",Try to make a prison that doesn\\\'t present any known bugs or run into any CTD scenarios :)
376,bug,Aug 5 @ 3:05am,"Paradox: Fix the game, stop ruining it!","See title. The game is a mess now. It was always a little buggy, even in the Introversion days, but you could usually fix everything by saving and reloading the game. And actual gamebreaking bugs were very rare. Now they\\\'re abundant. From building not working, utilities not working, food and laundry distribution not working, trucks coming in with one box of staff meals, 8 trucks after one another instead of one full truck, to all the other little stuff you read about here.Don\\\'t get me wrong: some of the new features, even free features for the vanilla game, are great. In principle. I had been wishing for shared sectors since the Alpha days. Now they\\\'re here, great. But apparently they just don\\\'t work as intended. So you have two options here, Paradox, unless you want the Steam reviews to drift to ""mostly positive"", then ""mostly negative"", etc. 1. Fix the game. And fix it, BEFORE you put out new content. 2. Give us the option to revert the game to previous versions. I\\\'d like to play the game I bought from Introversion again, you know. The mostly bug free, consistent, working and fun game, that was also the best management game ever created. Before you got your hands on it. (3. Please do both!)Dear fellow (former) fans of the game: please leave a negative Steam review if you also get gamebreaking bugs, several different types per session, like I do."
377,bug,Catalin,Aug 6 @ 11:35am ,"Fully agree. For sure I will post a really bad review for the game. Lots of bugs since the moment I bought it. And lots of random crashes. It\\\'s a really fun and nice game, but with bugs everywhere."
378,bug,RodHull,Aug 8 @ 7:37am ,"Paradox: Fix the game, stop ruining it!Just to clear up a misconception, PDX are not the developers, never have been and never will be. You can blame Double Eleven for turning it into a buggy mess (or even buggier mess) I mean they are partially responsible as they clearly have a say in what gets put out (they publish it after all) but they don\\\'t develop any content for it in house at all. Paradox the publishers are a different entity to the development side of the company."
379,bug,#12,Aug 8 @ 3:52pm ,"Originally posted by The Queen Salis:I blame both cause Paradox definitely has sway over the devs THEY contracted to farm this game.I have not given them any money yet and don\\\'t plan to till this insanity ends. I know it\\\'s cool to hate on PDX and such, but seriously don\\\'t give Double Eleven a free pass cause you want to kick PDX. Double Eleven are a pretty big developer who make some janky bug ridden ports and games, most recently minecraft dungeons and the Xbox Rust port (I mean can you say creatively bankrupt cashing cheques any louder!!). They partnered with PDX they were not contracted by them at all. PDX is publisher, they are developer. PDX will have a say in what goes out but ultimately they (double eleven) do the work and coding and all the nitty gritty.PDX the publishers are not PDS the studio (who do actual game development) The buggy state of the game is down to Double Eleven. When other games are buggy you don\\\'t shout at the publishers (with good reason) you shout at the shoddy developers."
380,bug,Munchkin Peyote Dorito,Aug 9 @ 12:14am ,"Originally posted by RodHull:Originally posted by The Queen Salis:I blame both cause Paradox definitely has sway over the devs THEY contracted to farm this game.I have not given them any money yet and don\\\'t plan to till this insanity ends. I know it\\\'s cool to hate on PDX and such, but seriously don\\\'t give Double Eleven a free pass cause you want to kick PDX. Double Eleven are a pretty big developer who make some janky bug ridden ports and games, most recently minecraft dungeons and the Xbox Rust port (I mean can you say creatively bankrupt cashing cheques any louder!!). They partnered with PDX they were not contracted by them at all. PDX is publisher, they are developer. PDX will have a say in what goes out but ultimately they (double eleven) do the work and coding and all the nitty gritty.PDX the publishers are not PDS the studio (who do actual game development) The buggy state of the game is down to Double Eleven. When other games are buggy you don\\\'t shout at the publishers (with good reason) you shout at the shoddy developers. I don\\\'t care who developer is. On this platform I deal with Paradox. Forum supposedly is handled by Paradox stuff. Game is owned by Paradox. Whom they selected as developer is their problems. Who \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 whom for issues caused to me (Paradox management \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 DE management or vice versa) doesn\\\'t matter to me."
381,bug,"Quality isn\\\'t there business modelThey get DLC-friendly games, spam DLCs, sellout and bye-bye with as little effort as possible.",Aug 5 @ 8:56am,"Okay, so it turned out that the big gamebreaking bug I had was not an actual bug, but a result of the decision to have building materials actually be delivered like other items. Some was blocked off, so the \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 could not be built. I still feel like this change was not properly communicated, and results in several problems with the game\\\'s design. The staff meals being delivered in single boxes per truck is still a thing though, let\\\'s just say I\\\'m not looking forward to the truck queue when my prison is finished and has 800 or so inmates and 300 or so staff. I\\\'m also sure I\\\'ll stumble over more bugs. The planning tool is also mildly buggy already."
382,bug,"Paradox might release a DLC that adds a new building tool that does work. They\\\'re greedy scum who don\\\'t care for quality, only for money.",Aug 6 @ 6:08am,Yeah... meanwhile Klei fixes a bug in their daily challenge within the same day so people could still finish it as intended. [Griftlands]Buy Oxygen Not Included if you want a resource management game maintained by people who care.
383,bug,"Fully agree. For sure I will post a really bad review for the game. Lots of bugs since the moment I bought it. And lots of random crashes. It\\\'s a really fun and nice game, but with bugs everywhere.","Fully agree with all of this. And yes they will care given the poor sales for the DLC lol, not buying any DLC before I see any improvement.","Yeah I didn\\\'t get any DLC either. Psych Wars even sounds interesting, but come on. It\\\'s apparently also bugged to infinity."
384,bug,Originally posted by RodHull:,Aug 9 @ 12:15am,"Originally posted by RodHull:Originally posted by The Queen Salis:I blame both cause Paradox definitely has sway over the devs THEY contracted to farm this game.I have not given them any money yet and don\\\'t plan to till this insanity ends. I know it\\\'s cool to hate on PDX and such, but seriously don\\\'t give Double Eleven a free pass cause you want to kick PDX. Double Eleven are a pretty big developer who make some janky bug ridden ports and games, most recently minecraft dungeons and the Xbox Rust port (I mean can you say creatively bankrupt cashing cheques any louder!!). They partnered with PDX they were not contracted by them at all. PDX is publisher, they are developer. PDX will have a say in what goes out but ultimately they (double eleven) do the work and coding and all the nitty gritty.PDX the publishers are not PDS the studio (who do actual game development) The buggy state of the game is down to Double Eleven. When other games are buggy you don\\\'t shout at the publishers (with good reason) you shout at the shoddy developers. I\\\'m not. I said I blame both."
385,bug,Aug 11 @ 6:42pm,Give it to me straight,"Give it to me straight, doc. Will i be able to play this relatively bug-free with 200-300 prisoners, and without DLC & mods?"
386,bug,Cameo,Aug 12 @ 12:30pm ,"I\\\'m at around 180 prisoners and 57 hours playtime with around 25 ish hours on this prison, I\\\'ve not had any bugs that I can think of other than maybe rooms not being completed which seems to always be fixed by redrawing the room. Also I have no mods or dlc, but as I get further into the hours and larger prison who knows."
